id	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	individualCount	sex	lifeStage	occurrenceStatus	eventID	eventDate	eventTime	habitat	samplingProtocol	waterBody	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	scientificNameID	scientificName
IO/SS/POL/00587	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00587	IO/SS/POL/00587	1		Adult	present	29258	2011-12-05	20:32:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Car Nicobar Island	107	107	9.3	92.82			Aiswarya Gopal, CMLRE	2017-09-14	B?ggemann M. 2002. Revision of the Glyceridae Grube 1850 (Annelida: Polychaeta). Abhandlungen der Senckenbergischen naturforschenden Gesellschaft. 555: 1-249	urn:lsid:marinespecies.org:taxname:209813	Glycera lancadivae
IO/SS/POL/00588	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00588	IO/SS/POL/00588	1		Adult	present	29284	2011-12-11	07:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Great Nicobar Island	225	225	7.13	93.52			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:183242	Lumbriclymene cylindricauda
IO/SS/POL/00589	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00589	IO/SS/POL/00589	1		Adult	present	29259	2011-12-05	21:55:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Car Nicobar Island	55	55	9.3	92.79			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:209882	Armandia melanura
IO/SS/POL/00590	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00590	IO/SS/POL/00590	1		Adult	present	29213	2011-11-23	16:15:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	South Andaman	59	59	11.78	92.48			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:329182	Maldanella capensis
IO/SS/POL/00591	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00591	IO/SS/POL/00591	1		Adult	present	29204	2011-11-21	20:15:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Little Andaman Island	111	111	10.67	92.23			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:129934	Paleanotus chrysolepis
IO/SS/POL/00592	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00592	IO/SS/POL/00592	1		Adult	present	29211	2011-11-23	10:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	South Andaman	208	208	11.79	92.33			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:1054343	Pseudopotamilla saxicava
IO/SS/POL/00593	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00593	IO/SS/POL/00593	1		Adult	present	29257	2011-12-05	18:20:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Car Nicobar Island	222	222	9.3	92.87			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:1346023	Leodamas johnstonei
IO/SS/POL/00594	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00594	IO/SS/POL/00594	1		Adult	present	26127	2009-01-17	22:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Cinque Island	50	50	11.25	92.73			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:327916	Eurythoe matthaii
IO/SS/POL/00595	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00595	IO/SS/POL/00595	1		Adult	present	29241	2011-11-29	12:20:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Smith Island	238	238	12.5	93.04			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:337479	Aricidea (Aricidea) capensis
IO/SS/POL/00596	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00596	IO/SS/POL/00596	1		Adult	present	29246	2011-11-30	10:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Port Blair	64	64	11.7	92.77			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:326601	Aricidea (Aricidea) longicirrata
IO/SS/POL/00597	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00597	IO/SS/POL/00597	1		Adult	present	29209	2012-11-22	19:57:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Duncan passage	94	94	11.25	92.44			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:130294	Euclymene oerstedii
IO/SS/POL/00598	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00598	IO/SS/POL/00598	1		Adult	present	29204	2011-11-21	20:15:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Little Andaman Island	111	111	10.67	92.23			Aiswarya Gopal, CMLRE	2017-09-14	B?ggemann M. 2002. Revision of the Glyceridae Grube 1850 (Annelida: Polychaeta). Abhandlungen der Senckenbergischen naturforschenden Gesellschaft. 555: 1-249	urn:lsid:marinespecies.org:taxname:130130	Glycera tridactyla
IO/SS/POL/00599	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00599	IO/SS/POL/00599	1		Adult	present	29246	2011-11-30	10:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Port Blair	64	64	11.7	92.77			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:156231	Magelona cincta
IO/SS/POL/00600	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00600	IO/SS/POL/00600	1		Adult	present	29258	2011-12-05	20:32:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Car Nicobar Island	107	107	9.3	92.82			Aiswarya Gopal, CMLRE	2017-09-14	Fauchald K. 1986. Review of the types and key to the species of Eunice (Eunicidae: Polychaeta) from the Australian Region. Records of the Australian Museum 38: 241-262.	urn:lsid:marinespecies.org:taxname:327679	Eunice filamentosa
IO/SS/POL/00601	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00601	IO/SS/POL/00601	1		Adult	present	29213	2011-11-23	16:15:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	South Andaman	59	59	11.78	92.48			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:240635	Glycinde capensis
IO/SS/POL/00602	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00602	IO/SS/POL/00602	1		Adult	present	29224	2011-11-25	12:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	224	224	12.93	92.4			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:130067	Eunice vittata
IO/SS/POL/00603	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00603	IO/SS/POL/00603	1		Adult	present	29222	2011-11-25	06:25:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	100	100	12.93	92.47			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:327565	Euclymene luderitziana
IO/SS/POL/00604	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00604	IO/SS/POL/00604	1		Adult	present	29204	2011-11-21	20:15:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Little Andaman Island	111	111	10.67	92.23			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:130544	Owenia fusiformis
IO/SS/POL/00605	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00605	IO/SS/POL/00605	1		Adult	present	29226	2011-11-25	20:40:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	North Andaman	112	112	13.53	92.65			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:129876	Capitella capitata
IO/SS/POL/00606	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00606	IO/SS/POL/00606	1		Adult	present	29203	2011-11-21	19:10:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Little Andaman Island	185	185	10.66	92.2			Aiswarya Gopal, CMLRE	2017-09-14	Imajima M. 1990. Spionidae (Annelida, Polychaeta) from Japan IV: The genus Prionospio (Prionospio). Bulletin of the National Science Museum 16(3): 105-140.	urn:lsid:marinespecies.org:taxname:131156	Prionospio ehlersi
IO/SS/POL/00607	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00607	IO/SS/POL/00607	1		Adult	present	29212	2011-11-23	13:48:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	South Andaman	100	100	11.79	92.37			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:562800	Aonidella cirrobranchiata
IO/SS/POL/00608	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00608	IO/SS/POL/00608	1		Adult	present	29222	2011-11-25	06:25:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	100	100	12.93	92.47			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:334830	Spiophanes duplex
IO/SS/POL/00609	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00609	IO/SS/POL/00609	1		Adult	present	26127	2009-01-17	22:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Cinque Island	110	110	11.25	92.73			Aiswarya Gopal, CMLRE	2017-09-14	Imajima M. 1990. Spionidae (Annelida, Polychaeta) from Japan IV: The genus Prionospio (Prionospio). Bulletin of the National Science Museum 16(3): 105-140.	urn:lsid:marinespecies.org:taxname:131153	Prionospio cirrifera
IO/SS/POL/00610	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00610	IO/SS/POL/00610	1		Adult	present	29203	2011-11-21	19:10:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Little Andaman Island	185	185	10.66	92.2			Aiswarya Gopal, CMLRE	2017-09-14	Hylleberg J & Nateewathana A. 1991. Polychaetes of Thailand: Spionidae (Part 1); Prionospio of the steenstrupi group with description of eight new species from the Andaman Sea. Phuket Marine Biological Center Research Bulletin 55: 1-32.	urn:lsid:marinespecies.org:taxname:331119	Prionospio neenae
IO/SS/POL/00611	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00611	IO/SS/POL/00611	1		Adult	present	29245	2011-11-30	08:10:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Port Blair	120	120	11.7	92.8			Aiswarya Gopal, CMLRE	2017-09-14	Imajima M. 1990. Spionidae (Annelida, Polychaeta) from Japan IV: The genus Prionospio (Prionospio). Bulletin of the National Science Museum 16(3): 105-140.	urn:lsid:marinespecies.org:taxname:338535	Prionospio polybranchiata
IO/SS/POL/00612	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00612	IO/SS/POL/00612	1		Adult	present	29262	2011-12-05	09:25:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Car Nicobar Island	220	220	9.29	92.67			Aiswarya Gopal, CMLRE	2017-09-14	Imajima M. 1991. Spionidae (Annelida, Polychaeta) from Japan VI: The genera Malacoceros and Rhynchospio. Bulletin of the National Science Museum, Tokyo 17(1): 5-17.	urn:lsid:marinespecies.org:taxname:209864	Malacoceros indicus
IO/SS/POL/00613	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00613	IO/SS/POL/00613	1		Adult	present	29262	2011-12-05	09:25:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Car Nicobar Island	220	220	9.29	92.67			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:131128	Laonice cirrata
IO/SS/POL/00614	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00614	IO/SS/POL/00614	1		Adult	present	29208	2011-11-22	17:55:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Duncan passage	160	160	11.24	92.44			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:886741	Aricidea (Strelzovia) belgicae
IO/SS/POL/00615	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00615	IO/SS/POL/00615	1		Adult	present	29222	2011-11-25	06:25:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	101	101	12.93	92.47			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:209876	Orbinia monroi
IO/SS/POL/00616	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00616	IO/SS/POL/00616	1		Adult	present	29285	2011-12-11	09:30:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Great Nicobar Island	99	99	7.13	93.53			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:131436	Syllis hyalina
IO/SS/POL/00617	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00617	IO/SS/POL/00617	1		Adult	present	29250	2011-11-21	06:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Little Andaman Island	48	48	10.68	92.68			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:131321	Haplosyllis spongicola
IO/SS/POL/00618	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00618	IO/SS/POL/00618	1		Adult	present	29286	2011-12-11	11:40:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Great Nicobar Island	50	50	7.13	93.55			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:333037	Aricidea (Acmira) simplex
IO/SS/POL/00619	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00619	IO/SS/POL/00619	1		Adult	present	29284	2011-12-11	07:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Great Nicobar Island	225	225	7.13	93.52			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:130904	Euchone capensis
IO/SS/POL/00620	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00620	IO/SS/POL/00620	1		Adult	present	29224	2011-11-25	12:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	224	224	12.93	92.4			Aiswarya Gopal, CMLRE	2017-09-14	Imajima M. 1989. Spionidae (Annelida, Polychaeta) from Japan, I: The genera Aonides and Apoprionospio. Bulletin of the National Science Museum, Tokyo 15: 213-222.	urn:lsid:marinespecies.org:taxname:131106	Aonides oxycephala
IO/SS/POL/00621	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00621	IO/SS/POL/00621	1		Adult	present	29258	2011-12-05	20:32:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Car Nicobar Island	107	107	9.3	92.82			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:129955	Chaetozone setosa
IO/SS/POL/00622	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00622	IO/SS/POL/00622	1		Adult	present	26117	2009-01-14	11:06:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Port Cornwallis	50	50	13.35	93.18			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:865505	Aphelochaeta filibranchia
IO/SS/POL/00623	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00623	IO/SS/POL/00623	1		Adult	present	29284	2011-12-11	07:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Great Nicobar Island	225	225	7.13	93.52			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:157566	Scolelepis (Scolelepis) squamata
IO/SS/POL/00624	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00624	IO/SS/POL/00624	1		Adult	present	29223	2011-11-25	08:55:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	50	50	12.93	92.58			Aiswarya Gopal, CMLRE	2017-09-14	B?ggemann M. 2002. Revision of the Glyceridae Grube 1850 (Annelida: Polychaeta). Abhandlungen der Senckenbergischen naturforschenden Gesellschaft. 555: 1-249	urn:lsid:marinespecies.org:taxname:333497	Glycera benguellana
IO/SS/POL/00625	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00625	IO/SS/POL/00625	1		Adult	present	29204	2011-11-21	20:15:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Little Andaman Island	111	111	10.67	92.23			Aiswarya Gopal, CMLRE	2017-09-14	Fauvel P. 1953. Annelida Polychaeta. The Fauna of India including Pakistan, Ceylon, Burma and Malaya. The Indian Press, Allahabad 507pages	urn:lsid:marinespecies.org:taxname:209867	Cirratulus africanus
IO/SS/POL/00626	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00626	IO/SS/POL/00626	1		Adult	present	29204	2011-11-21	20:15:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Little Andaman Island	111	111	10.67	92.23			Aiswarya Gopal, CMLRE	2017-09-14	Hylleberg J & Nateewathana A. 1991. Polychaetes of Thailand: Spionidae (Part 1); Prionospio of the steenstrupi group with description of eight new species from the Andaman Sea. Phuket Marine Biological Center Research Bulletin 55: 1-32.	urn:lsid:marinespecies.org:taxname:331120	Prionospio nielseni
IO/SS/POL/00627	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00627	IO/SS/POL/00627	1		Adult	present	29258	2011-12-05	20:32:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Car Nicobar Island	107	107	9.3	92.82			Aiswarya Gopal, CMLRE	2017-09-14	Hylleberg J & Nateewathana A. 1991. Polychaetes of Thailand: Spionidae (Part 1); Prionospio of the steenstrupi group with description of eight new species from the Andaman Sea. Phuket Marine Biological Center Research Bulletin 55: 1-32.	urn:lsid:marinespecies.org:taxname:331106	Prionospio andamanensis
IO/SS/POL/00628	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00628	IO/SS/POL/00628	1		Adult	present	29205	2011-11-21	20:15:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Little Andaman Island	63	63	10.67	92.3			Aiswarya Gopal, CMLRE	2017-09-14	Hylleberg J & Nateewathana A. 1991. Polychaetes of Thailand: Spionidae (Part 1); Prionospio of the steenstrupi group with description of eight new species from the Andaman Sea. Phuket Marine Biological Center Research Bulletin 55: 1-32.	urn:lsid:marinespecies.org:taxname:331125	Prionospio phuketensis
IO/SS/POL/00629	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00629	IO/SS/POL/00629	1		Adult	present	29223	2011-11-25	08:55:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	50	50	12.93	92.58			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:130401	Nereis jacksoni
IO/SS/POL/00630	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00630	IO/SS/POL/00630	1		Adult	present	29223	2011-11-25	08:55:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	50	50	12.93	92.58			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:333034	Aricidea (Acmira) catherinae
IO/SS/POL/00631	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00631	IO/SS/POL/00631	1		Adult	present	29209	2012-11-22	19:57:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Duncan passage	94	94	11.25	92.44			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:335071	Aricidea (Aricidea) curviseta
IO/SS/POL/00632	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00632	IO/SS/POL/00632	1		Adult	present	29216	2011-11-23	17:20:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Spike Island	48	48	12.25	92.35			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:333176	Caulleriella capensis
IO/SS/POL/00633	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00633	IO/SS/POL/00633	1		Adult	present	29222	2011-11-25	06:25:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	100	100	12.93	92.47			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:334773	Scoloplos (Scoloplos) marsupialis
IO/SS/POL/00634	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00634	IO/SS/POL/00634	1		Adult	present	29246	2011-11-30	10:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Port Blair	64	64	11.7	92.77			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:333036	Aricidea (Acmira) lopezi
IO/SS/POL/00635	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00635	IO/SS/POL/00635	1		Adult	present	29230	2011-11-26	12:15:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Table Island	110	110	13.42	93.17			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:131573	Terebellides stroemii
IO/SS/POL/00636	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00636	IO/SS/POL/00636	1		Adult	present	29207	2012-11-22	16:30:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Duncan passage	61	61	11.25	92.45			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:241224	Linopherus microcephala
IO/SS/POL/00637	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00637	IO/SS/POL/00637	1		Adult	present	29222	2011-11-25	06:25:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Interview Island	101	101	12.93	92.47			Aiswarya Gopal, CMLRE	2017-09-14	Fauchald K. 1986. Review of the types and key to the species of Eunice (Eunicidae: Polychaeta) from the Australian Region. Records of the Australian Museum 38: 241-262.	urn:lsid:marinespecies.org:taxname:209824	Eunice indica
IO/SS/POL/00638	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/SS/POL/00638	IO/SS/POL/00638	1		Adult	present	29248	2011-10-03	21:00:00	Benthic	Smith McIntyre Grab	Andaman Sea	India	Rutland Island	95	95	11.47	92.74			Aiswarya Gopal, CMLRE	2017-09-14	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:1312142	Chrysopetalum maculatum
